,CUST_NO,VISITDATE,PAGE
70,BUZBNMCUB9WHB93S,9521,http://www.esunbank.com.tw/gygrt/qodr/fj/
71,RGIWPIEAPEP8TPM4,9533,https://www.esunbank.com.tw/gygrt/qodr/hoxsg/sgcorfdua/pdjg.htmq
72,GTODJE4YCTCJX_R0,9474,https://www.esunbank.com.tw/gygrt/e2c/ge/
73,VIRFV_F4MUK1FARY,9457,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
74,VIRFV_F4MUK1FARY,9457,https://www.esunbank.com.tw/edrn/deoxt/drroxrcgmgrt/drroxrcgmgrt
75,VIRFV_F4MUK1FARY,9479,https://www.esunbank.com.tw/edrn/deoxt/rgws-cgrtgu
76,L8O3IEQPPSJP2GK4,9520,http://www.esunbank.com.tw/gygrt/e2c/cduf/cc_qoadqta_krsxudrcg/
77,HWAZJ_IO2-GACG_C,9498,http://www.esunbank.com.tw/gygrt/wgdqth/ixrfugcommgrf/krfgz.htm
78,HWAZJ_IO2-GACG_C,9513,http://www.esunbank.com.tw/gygrt/qodr/fc/pgusordq/
79,HWAZJ_IO2-GACG_C,9452,http://www.esunbank.com.tw/gygrt/qodr/hoxsg/qodr/
80,JGUAIAWQGP9RE3AY,9484,https://www.esunbank.com.tw/edrn/pgusordq
81,UY5SEAVIKP1Q42S4,9464,http://www.esunbank.com.tw/gygrt/e2c/iougkjr/
82,OFNGPQDPZBJZGEFG,9524,https://www.esunbank.com.tw/gygrt/e2c/ge/
83,FJ0MV2T52O6OSK-G,9484,https://www.esunbank.com.tw/gygrt/qodr/hoxsg/sgcorfdua/pdjg.htmq
84,TREOAHKDWDKDT3UQ,9458,https://www.esunbank.com.tw/gygrt/e2c/iougkjr/
85,TREOAHKDWDKDT3UQ,9512,https://www.esunbank.com.tw/edrn/pgusordq
86,TREOAHKDWDKDT3UQ,9519,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/iougkjr-gzchdrjg-udtgs
87,TREOAHKDWDKDT3UQ,9526,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
88,TREOAHKDWDKDT3UQ,9525,https://www.esunbank.com.tw/edrn/deoxt/qocdtkors/iougkjr-cxuugrca-dtm
89,TREOAHKDWDKDT3UQ,9483,https://www.esunbank.com.tw/edrn/guuou.dspz
90,TREOAHKDWDKDT3UQ,9535,https://www.esunbank.com.tw/gygrt/e2c/cduf/tudygqcduf/
91,TREOAHKDWDKDT3UQ,9512,http://www.esunbank.com.tw/gygrt/cugfkt/1070210pda_dppqg/
92,JPMJSSPU1DPPSO18,9480,http://www.esunbank.com.tw/gygrt/pke/grtua/krfgz.htm
93,H1PEW_REZWCEBPME,9520,https://www.esunbank.com.tw/gygrt/tdoedocdurkydq/2018/sxggrsfda/
94,SIQSLZEUC7CXYUMK,9505,https://www.esunbank.com.tw/gygrt/e2c/cduf/fxdq/
95,MXHU43SSJB4I13KW,9471,https://www.esunbank.com.tw/gygrt/e2c/ge/
96,MXHU43SSJB4I13KW,9478,https://www.esunbank.com.tw/gygrt/wgdqth/popxqduudrn/
97,MXHU43SSJB4I13KW,9466,http://www.esunbank.com.tw/gygrt/wgdqth/gpdpgu/20180115/
98,0KGSNX_HDJHDIEAE,9537,https://www.esunbank.com.tw/gygrt/qodr/fc/fgcoudtkor/
99,UIQ4ME_4NAGC3VIA,9492,https://www.esunbank.com.tw/edrn/pgusordq
100,UIQ4ME_4NAGC3VIA,9464,https://www.esunbank.com.tw/gygrt/cugfkt/1060222gcdufqodr/krfgz.htm
101,OAJZZOCG8O11SHUK,9512,http://www.esunbank.com.tw/gygrt/cugfkt/1070101txktkor/
102,DTNNYK-AX-OBDPIQ,9481,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/sgduch
103,DTNNYK-AX-OBDPIQ,9481,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shops/ioof
104,DTNNYK-AX-OBDPIQ,9481,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shopkrio
105,DTNNYK-AX-OBDPIQ,9509,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shopkrio
106,DTNNYK-AX-OBDPIQ,9467,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shopkrio
107,DTNNYK-AX-OBDPIQ,9467,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shopkrio
108,DTNNYK-AX-OBDPIQ,9467,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shopkrio
109,DTNNYK-AX-OBDPIQ,9467,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shopkrio
110,DTNNYK-AX-OBDPIQ,9520,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shops/fgptstoug
111,DTNNYK-AX-OBDPIQ,9520,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shops/orqkrgshop
112,DTNNYK-AX-OBDPIQ,9520,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shops/orqkrgshop
113,DTNNYK-AX-OBDPIQ,9501,https://www.esunbank.com.tw/gygrt/wgdqth/gsxrioof/
114,M-QICFNLMQBZXHB8,9513,https://www.esunbank.com.tw/gygrt/wgdqth/gsxrioof/
115,UIQ4ME_4NAGC3VIA,9472,https://www.esunbank.com.tw/gygrt/cugfkt/1060222gcdufqodr/krfgz.htm
116,UIQ4ME_4NAGC3VIA,9533,https://www.esunbank.com.tw/gygrt/cugfkt/1060222gcdufqodr/krfgz.htm
117,UIQ4ME_4NAGC3VIA,9490,https://www.esunbank.com.tw/gygrt/iougz/sktxdtkor/tudygq/
118,UIQ4ME_4NAGC3VIA,9490,https://www.esunbank.com.tw/gygrt/iougz/sktxdtkor/tudygq/
119,UIQ4ME_4NAGC3VIA,9490,https://www.esunbank.com.tw/gygrt/iougz/sktxdtkor/tudygq/
120,JPMJSSPU1DPPSO18,9490,https://www.esunbank.com.tw/edrn/deoxt/sguykcgs/cxstomgu
121,JPMJSSPU1DPPSO18,9464,https://www.esunbank.com.tw/edrn/deoxt/rgws-cgrtgu
122,GUZP-FA3LHM4IMSG,9521,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shopkrio
123,SQETMRJQIQPSIZJI,9504,http://www.esunbank.com.tw/gygrt/qodr/fj/
124,F4PA-ET7UIRLNB7G,9484,https://www.esunbank.com.tw/gygrt/e2c/iougkjr/
125,F4PA-ET7UIRLNB7G,9521,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shopkrio
126,F4PA-ET7UIRLNB7G,9528,http://www.esunbank.com.tw/gygrt/qodr/hoxsg/qodr/
127,F4PA-ET7UIRLNB7G,9480,https://www.esunbank.com.tw/gygrt/cugfkt/1060927ekc/krfgz.htm
128,-A8EEZ8XZ1RVXYBC,9485,https://www.esunbank.com.tw/gygrt/e2c/iougkjr/
129,-A8EEZ8XZ1RVXYBC,9525,https://www.esunbank.com.tw/edrn/deoxt/qocdtkors/iougkjr-cxuugrca-dtm
130,-A8EEZ8XZ1RVXYBC,9483,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shopkrio
131,-A8EEZ8XZ1RVXYBC,9500,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shopkrio
132,-A8EEZ8XZ1RVXYBC,9534,https://www.esunbank.com.tw/gygrt/mgmegu/tkcngt/pke/
133,-A8EEZ8XZ1RVXYBC,9527,https://www.esunbank.com.tw/gygrt/iougz/mdungtkrj/izdtm/
134,T8MRWQEPP0AHO6SC,9492,https://www.esunbank.com.tw/edrn/pgusordq
135,QCCJWCJYIS-XZCE0,9484,https://www.esunbank.com.tw/edrn/deoxt/drroxrcgmgrt/drroxrcgmgrt
136,QCCJWCJYIS-XZCE0,9469,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/krtuo/edrn-cduf/gtc-cduf
137,VNAZER2DXIOVCLJI,9484,https://www.esunbank.com.tw/gygrt/e2c/iougkjr/
138,VNAZER2DXIOVCLJI,9469,https://www.esunbank.com.tw/edrn/pgusordq
139,VNAZER2DXIOVCLJI,9525,https://www.esunbank.com.tw/edrn/deoxt/qocdtkors/iougkjr-cxuugrca-dtm
140,VNAZER2DXIOVCLJI,9507,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/homg
141,VNAZER2DXIOVCLJI,9507,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/homg
142,VNAZER2DXIOVCLJI,9507,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/homg
143,VNAZER2DXIOVCLJI,9507,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/homg
144,VNAZER2DXIOVCLJI,9507,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/homg
145,VNAZER2DXIOVCLJI,9507,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/puofxcts/homg
146,VNAZER2DXIOVCLJI,9465,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shops/ioof
147,VNAZER2DXIOVCLJI,9465,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shops/ioof
148,VNAZER2DXIOVCLJI,9465,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shops/ioof
149,VNAZER2DXIOVCLJI,9465,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shops/ioof
150,VNAZER2DXIOVCLJI,9465,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shops/ioof
151,VNAZER2DXIOVCLJI,9465,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shops/ioof
152,VNAZER2DXIOVCLJI,9465,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shops/ioof
153,VNAZER2DXIOVCLJI,9513,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shops
154,VNAZER2DXIOVCLJI,9525,https://www.esunbank.com.tw/gygrt/iougz/mdungtkrj/izdtm/
155,SQETMRJQIQPSIZJI,9484,http://www.esunbank.com.tw/gygrt/pke/grtua/krfgz.htm
156,SQETMRJQIQPSIZJI,9515,http://www.esunbank.com.tw/gygrt/cugfkt/1060727keor/krfgz.htm
157,UOYNJ5O4P3ANBCUE,9491,https://www.esunbank.com.tw/gygrt/iougz/sktxdtkor/tudygq/
158,UOYNJ5O4P3ANBCUE,9536,https://www.esunbank.com.tw/gygrt/iougz/mdungtkrj/izdtm/
159,XW4TMYOH_GM9HPHM,9526,https://www.esunbank.com.tw/edrn/pgusordq
160,XW4TMYOH_GM9HPHM,9490,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
161,96MOL1UK5HBMBCQQ,9504,https://www.esunbank.com.tw/gygrt/wgdqth/gsxrioof/
162,C0LAV7IMMBR9F-EE,9464,http://www.esunbank.com.tw/gygrt/e2c/iougkjr/
163,C0LAV7IMMBR9F-EE,9487,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/ugedtgs/pokrtgzchdrjg
164,C0LAV7IMMBR9F-EE,9534,http://www.esunbank.com.tw/gygrt/qodr/hoxsg/qodr/
165,C0LAV7IMMBR9F-EE,9485,https://www.esunbank.com.tw/gygrt/iougz/sktxdtkor/tudygq/
166,C0LAV7IMMBR9F-EE,9485,https://www.esunbank.com.tw/gygrt/iougz/sktxdtkor/tudygq/
167,1DRVYK7Q-QXED4UU,9486,http://www.esunbank.com.tw/gygrt/e2c/iougkjr/
168,EHZRBPKKIR2-ZX4U,9450,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
169,S8N4KZ-MU02OWRJE,9459,https://www.esunbank.com.tw/gygrt/cugfkt/1060907nnfda/krfgz.htm
170,K0RCWGLXIKGPZNCI,9507,https://www.esunbank.com.tw/gygrt/iougz/sktxdtkor/izixrf/
171,K0RCWGLXIKGPZNCI,9534,https://www.esunbank.com.tw/gygrt/e2c/cduf/tudygqcduf/
172,6BKTTKKDJQLO-PNA,9498,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/fkscoxrt/shopkrio
173,3AGUPRCNWU9BSLMM,9472,https://www.esunbank.com.tw/edrn/pgusordq/cugfkt-cduf/ugwduf/ugedtgs/dkumkqg
174,TQE3X2SI3FD2WZ2I,9515,https://www.esunbank.com.tw/gygrt/e2c/iougkjr/
175,TQE3X2SI3FD2WZ2I,9526,http://www.esunbank.com.tw/gygrt/pke/grtua/krfgz.htm
176,TQE3X2SI3FD2WZ2I,9457,https://www.esunbank.com.tw/gygrt/iougz/mdungtkrj/tudygq/
177,TQE3X2SI3FD2WZ2I,9457,https://www.esunbank.com.tw/gygrt/iougz/mdungtkrj/tudygq/
178,TQE3X2SI3FD2WZ2I,9519,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
179,TQE3X2SI3FD2WZ2I,9457,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
180,TQE3X2SI3FD2WZ2I,9457,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
181,TQE3X2SI3FD2WZ2I,9457,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
182,TQE3X2SI3FD2WZ2I,9456,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
183,TQE3X2SI3FD2WZ2I,9457,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
184,TQE3X2SI3FD2WZ2I,9457,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
185,TQE3X2SI3FD2WZ2I,9462,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
186,TQE3X2SI3FD2WZ2I,9457,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
187,TQE3X2SI3FD2WZ2I,9457,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
188,TQE3X2SI3FD2WZ2I,9464,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
189,TQE3X2SI3FD2WZ2I,9515,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
190,TQE3X2SI3FD2WZ2I,9457,https://www.esunbank.com.tw/gygrt/mgmegutgdm/judrfqdxrch/
191,HTN4CQQZ-OVQWIP0,9479,http://www.esunbank.com.tw/gygrt/qodr/fj/
192,HTN4CQQZ-OVQWIP0,9463,https://www.esunbank.com.tw/gygrt/cugfkt/1060222gcdufqodr/krfgz.htm
193,HTN4CQQZ-OVQWIP0,9525,https://www.esunbank.com.tw/gygrt/iougz/mdungtkrj/izdtm/
194,G9OCCUFTYAAAXSJA,9518,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
195,G9OCCUFTYAAAXSJA,9518,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
196,G9OCCUFTYAAAXSJA,9520,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
197,G9OCCUFTYAAAXSJA,9519,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
198,G9OCCUFTYAAAXSJA,9519,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
199,G9OCCUFTYAAAXSJA,9526,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
200,G9OCCUFTYAAAXSJA,9532,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
201,G9OCCUFTYAAAXSJA,9532,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
202,G9OCCUFTYAAAXSJA,9536,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
203,G9OCCUFTYAAAXSJA,9537,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
204,G9OCCUFTYAAAXSJA,9532,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
205,G9OCCUFTYAAAXSJA,9521,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
206,G9OCCUFTYAAAXSJA,9490,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
207,G9OCCUFTYAAAXSJA,9492,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
208,G9OCCUFTYAAAXSJA,9490,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
209,G9OCCUFTYAAAXSJA,9507,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
210,G9OCCUFTYAAAXSJA,9499,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
211,G9OCCUFTYAAAXSJA,9501,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
212,G9OCCUFTYAAAXSJA,9485,https://www.esunbank.com.tw/edrn/pgusordq/fgposkt/udtg/iougz/gzchdrjg-udtg-chdut
